Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
7240,7240,T77622,4cd6d1ed-63b2-4425-8bea-ca5f256f4bc8,Minneapolis,MN,Hennepin,55455,44.97347,-93.23321,1108,Rural,America/Chicago,Paramedic,0.0,86.0,Master's Degree,Student,9929.57,Widowed,Female,No,5.886983,15,0,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,59.49558,160.4987,5042.295,4,4,4,1,5,3,3,3
7242,7242,T797871,a7d67eec-270d-4b87-a147-837f3d215e81,Tullos,LA,LaSalle,71479,31.85466,-92.36356,684,Urban,America/Chicago,Ranger/warden,2.0,18.0,"Some College, 1 or More Years, No Degree",Unemployed,57067.4,Widowed,Male,No,8.145019,9,1,0,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Bank Transfer(automatic),69.5381,201.5906,6857.222,4,4,2,3,4,3,3,3
7243,7243,S557168,8f9ed912-ad45-4f9a-97bf-2da3a2504f5d,Sabine,WV,Wyoming,25916,37.67556,-81.49809,253,Rural,America/New_York,"Investment banker, corporate",2.0,84.0,Regular High School Diploma,Full Time,43194.01,Never Married,Female,No,11.18755,12,0,2,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,Mailed Check,70.49801,127.234,6282.782,4,3,4,4,3,4,4,4
7245,7245,G30274,1c7d80e0-4e86-4dbc-938e-749cee1d72a7,Fenwick,MI,Montcalm,48834,43.13224,-85.02952,2060,Suburban,America/Detroit,"Development worker, international aid",2.0,26.0,GED or Alternative Credential,Part Time,18345.28,Divorced,Female,No,11.74679,7,2,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,No,Electronic Check,68.26818,192.4653,5965.54,3,2,3,5,3,4,3,4
7246,7246,N532538,2d9c819a-06d1-455b-b729-f105cff55f9c,Philadelphia,PA,Philadelphia,19127,40.02809,-75.22698,6082,Suburban,America/New_York,Architect,4.0,42.0,Regular High School Diploma,Retired,44832.24,Divorced,Female,No,11.79988,14,1,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Credit Card (automatic),34.548570625241126,170.8597,5061.553,3,4,3,4,3,4,5,2
7247,7247,Y446917,3ae5b477-8250-4e96-9579-b664d129d578,Effie,LA,Avoyelles,71331,31.26464,-92.0817,1045,Rural,America/Chicago,Armed forces training and education officer,0.0,80.0,Bachelor's Degree,Unemployed,22064.33,Married,Female,Yes,7.164929,10,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,63.09122,181.1684,5405.598,4,5,3,4,4,4,3,5
7248,7248,D642766,96c8cd96-40be-4d65-a688-3af6ef7e3943,Belford,NJ,Monmouth,7718,40.42076,-74.08495,7139,Rural,America/New_York,"Pharmacist, community",0.0,58.0,Bachelor's Degree,Full Time,20991.61,Separated,Female,No,7.196281,11,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),45.19194,171.5721,3921.433,5,5,5,2,4,4,5,5
7249,7249,H313345,4608ab47-495e-46bc-9824-6dccc0cdca56,Jones,MI,Cass,49061,41.87905,-85.82277,1641,Suburban,America/Detroit,Clinical psychologist,7.0,20.0,"Some College, 1 or More Years, No Degree",Unemployed,47274.12,Never Married,Female,No,9.916946,10,0,0,No,One year,Yes,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Bank Transfer(automatic),53.9154,139.8879,5304.644,3,3,4,4,4,2,3,4
7250,7250,K414359,d5b95f47-5eba-4fd7-a586-365c7bf9b76b,Aurora,UT,Sevier,84620,38.91484,-111.9277,923,Urban,America/Denver,Chief Executive Officer,2.0,77.0,Regular High School Diploma,Full Time,12645.73,Never Married,Female,No,14.52665,16,1,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Bank Transfer(automatic),70.09511,197.9207,6576.788,3,3,3,4,3,3,3,4
7253,7253,P128869,d3dfab87-c03d-459f-8f00-0a9108c9e1a6,Nottawa,MI,St. Joseph,49075,41.91758,-85.44912,115,Urban,America/Detroit,Systems analyst,0.0,41.0,Regular High School Diploma,Full Time,15816.63,Separated,Male,No,14.04943,12,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Mailed Check,60.7425,156.8544,5241.582,5,5,5,3,2,6,6,4
7254,7254,M964781,48ddf22f-3191-401e-b9e3-05aed5c0a030,Gretna,VA,Pittsylvania,24557,36.96662,-79.30432,7532,Rural,America/New_York,Learning disability nurse,2.0,19.0,"9th Grade to 12th Grade, No Diploma",Full Time,39913.72141833548,Never Married,Female,No,8.647339,12,0,1,No,One year,No,No,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Electronic Check,59.21096,185.5047,5824.727,4,5,4,4,3,3,4,3
7256,7256,I915810,d901ce46-001e-42c4-8482-e6bd42464624,El Paso,TX,El Paso,79905,31.76655,-106.4248,22447,Suburban,America/Denver,Private music teacher,0.0,53.0,"Some College, Less than 1 Year",Full Time,8882.07,Divorced,Male,No,15.68107,18,0,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,No,Mailed Check,57.50632,139.3382,5434.927,3,2,3,4,3,4,3,2
7257,7257,K505061,0990493e-4dc1-4abd-809e-dee786369f6f,Harpersfield,NY,Delaware,13786,42.44136,-74.69463,384,Urban,America/New_York,"Administrator, education",0.0,68.0,"Some College, 1 or More Years, No Degree",Full Time,28371.99,Married,Female,No,11.10502,10,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,No,Mailed Check,64.52906,141.4337,5587.309,4,3,4,5,3,4,4,3
7258,7258,F280351,6ce08111-5be6-49db-9d8b-6be4638f4a58,Cleveland,OH,Cuyahoga,44108,41.53999,-81.60837,21939,Suburban,America/New_York,Chief Executive Officer,0.0,41.0,Bachelor's Degree,Part Time,24619.98,Never Married,Male,No,12.01945,8,2,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,34.548570625241126,242.4548,5849.698,3,3,3,2,4,3,3,3
7259,7259,C893064,08edfbd9-7b9f-45be-8fd1-ddbcf562fde9,Novinger,MO,Adair,63559,40.22226,-92.74501,1476,Urban,America/Chicago,Administrator,0.0,53.0,"9th Grade to 12th Grade, No Diploma",Full Time,67432.19,Widowed,Male,No,5.595757,8,0,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Mailed Check,61.82628,204.889,5408.328,5,5,5,3,3,5,5,2
7260,7260,O61652,749fe1c4-0536-4b66-b44c-6151c298a532,West Henrietta,NY,Monroe,14586,43.04181,-77.68688,11897,Suburban,America/New_York,Community pharmacist,1.0,76.0,Bachelor's Degree,Full Time,10037.48,Divorced,Female,No,5.793063,14,1,0,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),59.98863,193.8603,5213.695,3,3,2,1,4,1,3,3
7261,7261,Y330377,db49f577-ebb2-4b6f-95a1-9e6c0b7282cd,Robeline,LA,Natchitoches,71469,31.69028,-93.26634,2326,Suburban,America/Chicago,Chief Executive Officer,0.0,22.0,Bachelor's Degree,Full Time,44577.1,Married,Male,No,13.69012,13,1,0,No,Month-to-month,No,Yes,DSL,No,No,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),70.32865,120.3548,6581.526,4,5,5,3,4,5,5,3
7262,7262,Q418090,5c99644f-49bd-489e-9cb7-721cd9f13f9f,Beaver Creek,MN,Rock,56116,43.61496,-96.38156,767,Rural,America/Chicago,Land,0.0,63.0,Professional School Degree,Full Time,46229.7,Married,Female,No,8.453489,11,2,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Mailed Check,44.52947,170.076,3930.942,1,4,2,4,3,2,3,3
7263,7263,S228451,d44b6e06-5780-4e22-9da2-8f6f95c4f109,Atlanta,GA,Cobb,30339,33.8761,-84.46015,23373,Urban,America/New_York,"Scientist, physiological",3.0,62.0,Regular High School Diploma,Full Time,39913.72141833548,Married,Female,No,8.385368,17,0,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Credit Card (automatic),70.6573,192.794,6199.854,5,4,5,3,3,4,4,4
7266,7266,P574000,b0cf26ba-1bb2-4499-947c-aee50adcee1c,Centertown,KY,Ohio,42328,37.41857,-87.04225,1331,Urban,America/Chicago,"Engineer, materials",2.0,19.0,Regular High School Diploma,Part Time,39913.72141833548,Married,Male,No,12.50077,16,0,0,No,Month-to-month,Yes,Yes,None,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),59.3991,212.0646,5709.291,3,2,1,2,3,2,1,3
7267,7267,S05848,1f6b603b-2962-4801-9cc4-c749678ac470,Randolph,AL,Bibb,36792,32.9216,-86.90595,1103,Suburban,America/Chicago,Maintenance engineer,0.0,59.0,Master's Degree,Student,8897.04,Married,Female,No,14.92575,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,Electronic Check,57.41425,202.9697,4996.095,3,2,3,6,2,4,4,3
7268,7268,V511273,6b39ac4d-8704-40b3-aeee-36114906f8e9,Point Comfort,TX,Calhoun,77978,28.66665,-96.57238,757,Urban,America/Chicago,Publishing rights manager,0.0,32.0,Bachelor's Degree,Full Time,39925.59,Married,Male,No,38.60844,13,0,0,No,Month-to-month,No,No,None,Yes,No,No,No,No,Yes,No,No,No,Credit Card (automatic),68.72245,122.276,5864.53,4,4,4,2,3,4,6,4
7270,7270,X310755,17e0d3e9-7cb8-47df-9d99-a83cb48ac038,Upland,NE,Franklin,68981,40.281,-98.89664,389,Suburban,America/Chicago,Horticultural therapist,3.0,85.0,Regular High School Diploma,Student,28175.21,Married,Male,No,12.76106,13,1,0,Yes,Month-to-month,Yes,Yes,None,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Mailed Check,70.54943,163.127,6147.295,3,3,4,3,4,3,4,3
7275,7275,P692149,399147d9-d4fb-4ce3-b0c5-701875ed5acb,Corinth,KY,Grant,41010,38.49774,-84.60526,3681,Rural,America/New_York,Veterinary surgeon,2.0,53.0,Bachelor's Degree,Full Time,19274.89,Widowed,Female,No,12.43742,8,1,0,Yes,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Electronic Check,34.548570625241126,150.7131,5665.577,4,5,4,2,4,4,4,3
7278,7278,I530820,9899a8fa-0f40-4e56-a8c6-8af5f1fa627e,Mathis,TX,San Patricio,78368,28.10546,-97.8103,9725,Urban,America/Chicago,"Designer, jewellery",0.0,47.0,"Some College, 1 or More Years, No Degree",Part Time,54508.92,Widowed,Female,No,14.38009,11,1,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,34.548570625241126,205.3403,6322.626,2,3,2,3,4,2,2,3
7279,7279,K234062,b9a81e36-ed3d-4e02-9b42-6b44d2dd4ad3,Soudan,MN,St. Louis,55782,47.8231,-92.2049,412,Suburban,America/Chicago,Theatre manager,0.0,84.0,"Some College, 1 or More Years, No Degree",Part Time,73795.85,Divorced,Male,No,11.75454,9,0,3,No,Month-to-month,No,Yes,None,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),67.31311,108.0913,5646.558,5,6,5,2,5,3,3,3
7280,7280,V283441,d9527b0d-1805-4547-9533-793c3f5c5c88,Oakdale,LA,Allen,71463,30.80779,-92.61254,10652,Rural,America/Chicago,Occupational hygienist,3.0,78.0,Regular High School Diploma,Full Time,32695.17,Married,Female,No,10.6211,11,2,0,No,Two Year,No,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,No,Credit Card (automatic),69.88786,161.6164,6442.924,3,2,4,3,4,4,4,3
7282,7282,G742125,099709de-337e-4e44-8021-ec74c6af4cce,Fulton,MO,Callaway,65251,38.8471,-91.97837,21734,Suburban,America/Chicago,"Embryologist, clinical",3.0,53.0,Regular High School Diploma,Full Time,23381.3,Widowed,Male,No,12.2245,13,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,No,Mailed Check,57.07901,128.7963,4991.109,2,2,3,3,3,4,3,4
7283,7283,G311984,618c07eb-8888-46a9-9da4-bbf91c07a188,San Francisco,CA,San Francisco,94130,37.82048,-122.3695,3064,Rural,America/Los_Angeles,Fitness centre manager,1.0,68.0,Regular High School Diploma,Retired,93688.1,Married,Female,No,12.47266,9,2,0,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,68.33384,124.2179,5570.802,4,3,4,3,5,3,3,2
7284,7284,T110507,60335e58-a0d6-4905-96a8-4cce1f71341a,Carlisle,SC,Union,29031,34.60413,-81.43241,1136,Rural,America/New_York,Sales promotion account executive,1.0,86.0,GED or Alternative Credential,Retired,54539.52,Widowed,Male,No,11.47804,12,2,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,Yes,No,No,No,No,Electronic Check,55.69275,124.7771,4711.063,3,2,3,3,5,4,3,3
7286,7286,I756693,e727b27a-a7cd-46cb-acfb-744092459080,Saint Joseph,MN,Stearns,56374,45.60708,-94.33583,10622,Rural,America/Chicago,Management consultant,2.0,61.0,Bachelor's Degree,Student,61840.28,Never Married,Female,No,10.01763,11,0,1,No,One year,No,No,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),53.53017,229.6118,4958.501,3,2,3,3,6,2,1,2
7287,7287,X701131,23aad704-218b-4c2d-bf72-d2fd317f6fb6,Hartsburg,IL,Logan,62643,40.243,-89.45175,561,Urban,America/Chicago,Jewellery designer,2.0,86.0,"Some College, 1 or More Years, No Degree",Student,39913.72141833548,Widowed,Female,No,11.76686,9,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,46.21777,193.5335,4042.882,4,4,3,4,3,5,5,4
7288,7288,D494080,6bc8b33f-92a0-4935-a193-4054f318896c,Rowlesburg,WV,Preston,26425,39.32046,-79.69275,1134,Suburban,America/New_York,Freight forwarder,3.0,19.0,Regular High School Diploma,Full Time,39913.72141833548,Never Married,Male,No,9.34797,15,3,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Credit Card (automatic),65.93142,194.7873,5985.296,3,3,2,3,3,4,6,5
7289,7289,L478332,48a655e8-42c3-472f-bb16-e4e3be402049,Turners Falls,MA,Franklin,1376,42.59533,-72.55579,5123,Rural,America/New_York,Chief Financial Officer,0.0,53.0,Regular High School Diploma,Full Time,18081.89,Divorced,Female,No,6.686788,9,1,0,Yes,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Mailed Check,61.35337,129.8324,5255.179,4,4,3,3,4,3,4,3
7292,7292,T538580,40be263c-fe17-44bf-8e00-30bc54642c9c,Kimberling City,MO,Stone,65686,36.62533,-93.43875,5105,Rural,America/Chicago,Energy engineer,3.0,23.0,"Some College, Less than 1 Year",Part Time,6218.74,Separated,Female,No,12.32011,13,2,0,No,One year,Yes,Yes,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,61.9635,213.3838,5965.232,5,5,4,3,3,4,4,4
7293,7293,B381427,58c6fc15-524d-40e8-8482-8bab1256e6e9,Poplar Bluff,MO,Butler,63901,36.76635,-90.46267,35118,Suburban,America/Chicago,Forensic scientist,1.0,67.0,"Some College, 1 or More Years, No Degree",Full Time,53431.85,Never Married,Female,No,34.51795,13,2,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,52.53762,214.6119,4654.722,3,4,3,4,2,4,5,3
7294,7294,L887292,0d2f960e-33fc-40a5-9ca4-b81de49fdfdf,Bainbridge,PA,Lancaster,17502,40.10004,-76.66636,2750,Rural,America/New_York,Financial adviser,0.0,68.0,Associate's Degree,Full Time,58086.96,Separated,Male,No,8.559811,11,1,0,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,Yes,No,Mailed Check,48.17117,144.097,4760.988,5,5,5,5,2,5,5,3
7296,7296,F963617,8032da5a-de97-4c04-80a1-80fc5392cdf9,South English,IA,Keokuk,52335,41.46227,-92.0638,707,Rural,America/Chicago,Dealer,1.0,68.0,"Some College, 1 or More Years, No Degree",Student,23743.51,Divorced,Female,No,9.435664,14,0,0,No,Month-to-month,No,No,None,Yes,Yes,No,No,No,Yes,No,No,Yes,Electronic Check,66.19713,124.1271,5467.676,2,2,3,5,2,3,4,3
7297,7297,E927955,475cdf7c-a63c-4c0b-9ffa-daab351817b0,Center Sandwich,NH,Carroll,3227,43.82773,-71.46772,979,Urban,America/New_York,"Designer, graphic",2.0,41.0,Bachelor's Degree,Part Time,43271.39,Married,Female,No,6.27308,11,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),59.53825,222.4425,5934.18,7,7,8,4,5,4,5,3
7298,7298,H418550,93f7d55f-d711-4872-b6c8-ad41b0d6ce19,Pisgah,IA,Harrison,51564,41.81606,-95.91198,433,Urban,America/Chicago,Television/film/video producer,0.0,24.0,"Some College, 1 or More Years, No Degree",Full Time,34544.45,Married,Female,No,15.63166,16,1,0,No,Two Year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit Card (automatic),54.64119,256.8825,5920.524,4,4,4,4,3,3,4,2
7299,7299,G956439,46e1ab4b-ac28-44d4-bb76-ab29b85c2ba4,Rimersburg,PA,Clarion,16248,41.03487,-79.50535,3122,Urban,America/New_York,Management consultant,3.0,63.0,"9th Grade to 12th Grade, No Diploma",Full Time,39913.72141833548,Divorced,Male,No,7.78113,10,2,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Electronic Check,54.01325,161.584,5203.678,2,3,4,4,2,3,4,3
7301,7301,B04330,b923a8f7-2d4d-4dd0-a65d-1ae23fc9dae4,Boaz,KY,Graves,42027,36.91632,-88.62852,1860,Rural,America/Chicago,Theatre manager,5.0,22.0,Bachelor's Degree,Part Time,47461.38,Divorced,Male,No,7.869116,8,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,No,Electronic Check,56.53814,179.1975,5126.471,3,2,4,4,2,4,4,4
7302,7302,J692528,0b5df1f6-9395-4b3a-9ad0-bc122987ce0c,Rochester,NH,Strafford,3867,43.30327,-70.98691,21519,Suburban,America/New_York,"Engineer, civil (consulting)",3.0,23.0,"Some College, 1 or More Years, No Degree",Full Time,36537.4,Separated,Female,No,6.520495,10,3,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,64.9277,179.7108,5835.311,7,6,5,4,4,6,3,4
7305,7305,Q216774,510a702f-cfbc-4ef7-b9c3-1e4a61c211ee,Voorheesville,NY,Albany,12186,42.62752,-73.97067,6047,Rural,America/New_York,Ranger/warden,3.0,47.0,"Some College, 1 or More Years, No Degree",Part Time,25130.62,Widowed,Male,No,8.860417,8,3,1,No,Two Year,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Electronic Check,62.64968,102.9807,5812.078,4,3,4,2,3,3,5,2
7309,7309,I900518,9bf0b59c-fc7b-4413-b782-4fca1ff1501a,Effingham,KS,Atchison,66023,39.51379,-95.39903,1148,Suburban,America/Chicago,"Psychotherapist, dance movement",0.0,76.0,"Some College, 1 or More Years, No Degree",Full Time,39070.38,Divorced,Male,No,10.70321,11,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,No,Mailed Check,61.30659,172.2664,5777.009,3,4,4,3,4,4,4,4
7310,7310,Q127546,557f562d-3e74-409b-94e4-8d5299b20a55,Milan,IL,Rock Island,61264,41.3968,-90.59173,10621,Rural,America/Chicago,Occupational psychologist,0.0,57.0,Bachelor's Degree,Unemployed,12515.49,Divorced,Male,No,6.711827,9,2,2,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,64.29382,208.0918,5837.414,4,5,5,2,5,2,2,3
7311,7311,W197728,9077104a-d9da-4884-a9b6-55f252ec5b11,Salt Lake City,UT,Salt Lake,84117,40.66104,-111.8346,25240,Suburban,America/Denver,Special effects artist,4.0,39.0,"9th Grade to 12th Grade, No Diploma",Unemployed,42914.32,Widowed,Female,No,11.99424,9,0,2,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Mailed Check,51.62495,201.4339,5335.121,4,4,4,3,3,4,4,4
7313,7313,Q359434,9ae7e138-626f-45e4-9844-03ba31e6da0b,Montpelier,ND,Stutsman,58472,46.64264,-98.66534,479,Urban,America/Chicago,"Engineer, maintenance",0.0,65.0,Regular High School Diploma,Full Time,27669.81,Separated,Female,No,10.53859,12,0,1,No,Two Year,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Credit Card (automatic),68.57417,190.3749,6572.766,3,3,1,4,3,4,3,5
7314,7314,W141887,fc5a711c-2135-4f12-8549-9742852f07ae,Gibson Island,MD,Anne Arundel,21056,39.07602,-76.44033,146,Rural,America/New_York,Field trials officer,2.0,55.0,"9th Grade to 12th Grade, No Diploma",Student,22011.62,Married,Male,No,12.5945,12,3,0,No,One year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Mailed Check,63.73496,274.3663,6018.481,4,4,3,3,3,3,3,3
7315,7315,E898891,2ea339d0-d43a-4193-a7fb-22eab82dc791,Swanville,MN,Morrison,56382,45.91891,-94.61091,1442,Suburban,America/Chicago,Television camera operator,3.0,77.0,Associate's Degree,Full Time,1737.57,Married,Female,No,10.05649,9,2,0,No,One year,Yes,No,None,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),59.66552,229.6935,5511.495,2,4,3,5,3,4,3,4
7317,7317,F159274,2021e4f8-d84b-4f9c-b5a4-4172482512fc,Mississippi State,MS,Oktibbeha,39762,33.45273,-88.79521,3015,Suburban,America/Chicago,Clinical molecular geneticist,1.0,33.0,Nursery School to 8th Grade,Full Time,83992.54,Widowed,Female,No,10.91242,13,0,0,No,One year,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,No,Electronic Check,49.92224,153.3796,4914.992,3,4,4,3,3,5,4,4
7318,7318,Z329125,a33526e9-defd-42d2-90be-26f8ae873b9a,Danbury,NE,Red Willow,69026,40.04677,-100.4297,217,Rural,America/Chicago,Radio broadcast assistant,1.0,53.0,Nursery School to 8th Grade,Full Time,72202.98,Separated,Male,No,7.343141,12,1,0,No,Two Year,No,Yes,None,Yes,No,No,No,No,Yes,Yes,No,No,Electronic Check,45.8143,118.8939,4122.563,3,2,4,3,4,4,2,3
7319,7319,C170328,05ef9c26-1385-465e-81ed-1b7799827991,Otterville,MO,Cooper,65348,38.71295,-92.98034,1408,Suburban,America/Chicago,Engineering geologist,1.0,73.0,"Some College, 1 or More Years, No Degree",Student,48830.79,Widowed,Female,No,7.307999,13,2,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Bank Transfer(automatic),69.348,167.4865,5799.125,5,5,4,6,2,4,6,4
7320,7320,K373462,98a5be08-6659-49be-917b-9f2dbfd8480b,Manchester Center,VT,Bennington,5255,43.16678,-73.06634,4022,Rural,America/New_York,Sales executive,1.0,53.0,Master's Degree,Unemployed,22892.91,Divorced,Male,No,7.78907,13,1,0,No,One year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes,No,Mailed Check,66.31286,219.8924,6321.809,2,3,4,4,3,3,3,4
7321,7321,C106934,011b60bb-df86-4f78-be29-4775e4108abf,Robinsonville,MS,Tunica,38664,34.80956,-90.32712,3074,Suburban,America/Chicago,"Engineer, site",2.0,53.0,Master's Degree,Part Time,42532.49,Divorced,Male,No,6.522239,12,0,2,No,Two Year,No,Yes,None,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,71.27541,149.399,6370.865,3,3,3,4,4,2,3,2
7325,7325,H906651,1a490d10-b597-4dc7-9de4-e46861fda146,Bruni,TX,Webb,78344,27.48004,-98.86472,353,Rural,America/Chicago,Music tutor,1.0,49.0,Regular High School Diploma,Unemployed,40675.75,Divorced,Male,No,11.96789,10,0,1,No,One year,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,No,No,Mailed Check,52.09557,104.0462,4879.171,1,1,2,3,3,2,2,2
7326,7326,C81935,13e921a6-cdd0-4f4b-a32c-7d6f711cd5e8,San Bernardino,CA,San Bernardino,92411,34.12211,-117.3203,26563,Rural,America/Los_Angeles,Building surveyor,2.0,65.0,"9th Grade to 12th Grade, No Diploma",Full Time,39913.72141833548,Widowed,Male,No,9.75482,10,2,0,No,One year,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,No,No,Mailed Check,61.37365,116.1102,5626.567,4,4,5,2,5,4,4,5
7328,7328,Y334471,fa23ae65-fe5d-446d-b34e-97cfd909a924,Flagstaff,AZ,Coconino,86001,35.28949,-111.6377,46041,Urban,America/Phoenix,Consulting civil engineer,3.0,53.0,Nursery School to 8th Grade,Part Time,24283.07,Never Married,Male,No,9.358636,12,1,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Bank Transfer(automatic),34.548570625241126,145.6217,4683.763,4,4,4,2,3,3,4,3
7329,7329,X680606,f80e907e-086c-455f-9c9b-614951f4b2d2,Beverly,WA,Grant,99321,46.87464,-119.8928,687,Suburban,America/Los_Angeles,"Scientist, water quality",0.0,53.0,Bachelor's Degree,Full Time,24137.89,Married,Male,Yes,6.211938,6,2,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),56.26118,229.9553,5302.003,3,3,2,3,2,3,3,4
7330,7330,Q768165,ecdec556-f50f-4c47-b8ff-4a37125c165b,Arnoldsville,GA,Oglethorpe,30619,33.85751,-83.24105,1277,Suburban,America/New_York,Psychiatrist,4.0,41.0,"Some College, 1 or More Years, No Degree",Full Time,12083.45,Widowed,Male,No,7.181491,15,1,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,No,No,No,No,No,Bank Transfer(automatic),59.49517,104.3991,5274.614,2,3,2,4,4,3,3,2
7332,7332,Z760646,35de96c9-296c-4528-8dd5-553e421b882e,East Sparta,OH,Stark,44626,40.68963,-81.38379,3015,Rural,America/New_York,Youth worker,0.0,23.0,Master's Degree,Full Time,39913.72141833548,Divorced,Male,No,8.843562,8,2,3,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,34.548570625241126,222.6741,4728.94,3,3,3,4,3,3,3,2
